column number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
units,1,text,text,text,text,1,cSt,m,text,m,1,text,m,1,text,m,1,text,m,1,text,m,m,m,m,m,m,kg,kg,kg,kg,m,kPa,s,text,text,1,Hz,RPM,g,cm/s,g-s,g-s,m/s,m/s/s,s,g-s,m/s,g,g,g,g,1,cm/s,g-s,g-s,m/s,m/s/s,g-s,g-s,m/s,mm,mm,rad,rad,text,url,text,text,text,text,text,1,text
Column Name,Event No ,Event Id,Researcher,Test,Struct,Nscale,Visc  ,Water  ,Mat L1,H L1 ,Dr L1,Mat L2,H L2 ,Dr L2,Mat L3,H L3 ,Dr_L3,Mat_L4,H_L4 ,Dr_L4,Curvedsurf,W ,L ,T ,H ,H_Cm ,H_Cd  ,M_Struct  ,M_Deck ,M_Col  ,M_Foot ,Embed ,Q ,T_Fb ,Modification,Motion,Amp,IF ,RPM,PBA,PBV,CAV5  ,CAVstd ,Ia_s ,SIR ,cCAV5 ,cCAVstd  ,cIa ,PGA_s 1  ,PGA_s 2  ,PGA_s 3  ,PGA_s 4  ,Acc No,PGV_s ,CAV5_s,CAVstd_s  ,Ia_s ,SIR_s  ,cCAV5_s ,cCAVstd_s  ,cIa_s  ,Set  ,cSet  ,Rot  ,cRot ,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments
,21,T3-30-02-A,SHD02,T3-30,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0,0.08,0.01,0.02,0.07,0.04,N/A,N/A,1,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,2.1,3.5,0.00007,-0.00019,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,22,T3-30-02-B,SHD02,T3-30,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0,0.08,0.01,0.02,0.07,0.04,N/A,N/A,1,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,4.8,5.6,0.00005,0.00009,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,23,T3-30-02-C,SHD02,T3-30,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0,0.08,0.01,0.02,0.07,0.04,N/A,N/A,1,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,-2.7,-2.8,0.00009,0.00007,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,24,T3-30-02-FF,SHD02,T3-30,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Small Port Island,0.5,2750,75.3,0.04,6.61,0.08,0.01,0.02,0,0.08,0.01,0.02,0.07,0.04,N/A,N/A,1,12.43,0.16,0.08,0.07,0.01,0.18,0.08,0.08,1.5,1.7,N/A - FF,N/A - FF,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-02-BMA.dat,T3-30-02-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,25,T3-30-03-A,SHD02,T3-30,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Moderate Port Island,1.7,2750,75,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,N/A,N/A,1,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,283.7,287.2,0.00248,0.00229,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,26,T3-30-03-B,SHD02,T3-30,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Moderate Port Island,1.7,2750,75,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,N/A,N/A,1,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,202,207.6,-0.00154,-0.00145,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,27,T3-30-03-C,SHD02,T3-30,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Moderate Port Island,1.7,2750,75,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,N/A,N/A,1,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,169.9,167,0.00829,0.00836,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,28,T3-30-03-FF,SHD02,T3-30,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Moderate Port Island,1.7,2750,75,0.15,24.48,0.43,0.34,0.46,0.07,0.5,0.35,0.48,0.11,0.38,N/A,N/A,1,19.79,0.53,0.42,0.49,0.06,0.71,0.51,0.58,180,181.7,N/A - FF,N/A - FF,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-03-BMA.dat,T3-30-03-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,29,T3-30-04-A,SHD02,T3-30,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,N/A,N/A,1,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,500,787.2,0.00231,0.0046,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,30,T3-30-04-B,SHD02,T3-30,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,N/A,N/A,1,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,459.4,667,0.00175,0.0003,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,31,T3-30-04-C,SHD02,T3-30,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,N/A,N/A,1,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,474.7,641.8,0.01104,0.0194,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,32,T3-30-04-FF,SHD02,T3-30,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.3,Monterey Sand,2,0.9,none,none,none,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Large Port Island,5.1,2750,75.6,0.5,56.35,1.41,1.27,4.24,0.62,1.91,1.62,4.71,0.92,0.8,N/A,N/A,1,66.43,1.33,1.12,3.57,0.5,2.04,1.62,4.15,286.1,467.8,N/A - FF,N/A - FF,SHD02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-30-04-BMA.dat,T3-30-04-SMA.dat,"A14, A26",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,33,T3-50-SILT-01-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Step Wave,0.9,4000,75.4,0.01,0.64,0,0,0,0,0,0,0,0.07,0.04,N/A,N/A,2,1.23,0.08,0,0.06,0,0.08,0,0.06,-1.2,-1.2,-0.00014,-0.00014,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,34,T3-50-SILT-01-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Step Wave,0.9,4000,75.4,0.01,0.64,0,0,0,0,0,0,0,0.07,0.04,N/A,N/A,2,1.23,0.08,0,0.06,0,0.08,0,0.06,-1.2,-1.2,0.00004,0.00004,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,35,T3-50-SILT-01-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Step Wave,0.9,4000,75.4,0.01,0.64,0,0,0,0,0,0,0,0.07,0.04,N/A,N/A,2,1.23,0.08,0,0.06,0,0.08,0,0.06,-1.3,-1.3,0.00003,0.00003,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,36,T3-50-SILT-01-FF,SHD03,T3-50-SILT,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,0.9,4000,75.4,0.01,0.64,0,0,0,0,0,0,0,0.07,0.04,N/A,N/A,2,1.23,0.08,0,0.06,0,0.08,0,0.06,-1.6,-1.6,N/A - FF,N/A - FF,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-01-BMA.dat,T3-50-SILT-01-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,37,T3-50-SILT-02-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0,0.08,0.02,0.03,0.09,0.08,N/A,N/A,2,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,4.1,2.8,-0.00003,-0.00018,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,38,T3-50-SILT-02-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0,0.08,0.02,0.03,0.09,0.08,N/A,N/A,2,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,5.6,4.3,0.00011,0.00015,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,39,T3-50-SILT-02-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0,0.08,0.02,0.03,0.09,0.08,N/A,N/A,2,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,-7.7,-9.1,0.00385,0.00388,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,40,T3-50-SILT-02-FF,SHD03,T3-50-SILT,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Small Port Island,0.5,2750,75.5,0.04,7.1,0.08,0.02,0.02,0,0.08,0.02,0.03,0.09,0.08,N/A,N/A,2,17.71,0.31,0.18,0.19,0.02,0.39,0.18,0.25,4.5,2.9,N/A - FF,N/A - FF,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-02-BMA.dat,T3-50-SILT-02-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",2,
,41,T3-50-SILT-03-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,N/A,N/A,2,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,123,125.9,0.00139,0.00121,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,42,T3-50-SILT-03-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,N/A,N/A,2,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,116.3,120.6,0.00048,0.00063,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,43,T3-50-SILT-03-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,N/A,N/A,2,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,133.3,124.2,0.00532,0.0092,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,44,T3-50-SILT-03-FF,SHD03,T3-50-SILT,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Moderate Port Island,1.7,2750,75.5,0.17,25.08,0.43,0.34,0.44,0.07,0.51,0.36,0.46,0.29,0.27,N/A,N/A,2,50.62,0.87,0.76,1.67,0.21,1.26,0.94,1.92,83.7,86.6,N/A - FF,N/A - FF,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-03-BMA.dat,T3-50-SILT-03-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,
,45,T3-50-SILT-04-A,SHD03,T3-50-SILT,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,N/A,N/A,2,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,419.7,545.6,0.0086,0.00981,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,46,T3-50-SILT-04-B,SHD03,T3-50-SILT,B,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,12,18,0.7,6,2.1,4.1,1321018,715413,N/A,605605,0.7,80,0.26,none,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,N/A,N/A,2,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,378.5,499.1,0.00771,0.00834,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,47,T3-50-SILT-04-C,SHD03,T3-50-SILT,C,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,6,9,0.7,10.2,4.2,9,550701,399300,N/A,151401,0.7,130,0.33,none,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,N/A,N/A,2,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,534.4,658.6,0.00455,0.01374,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,48,T3-50-SILT-04-FF,SHD03,T3-50-SILT,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Silt,0.8,N/A,Monterey Sand,1.2,0.85,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Large Port Island,5.1,2750,75.3,0.45,53.57,1.37,1.23,4.18,0.61,1.89,1.59,4.64,0.67,1.07,N/A,N/A,2,170.28,2.51,2.4,11.41,1.65,3.78,3.33,13.32,166,252.6,N/A - FF,N/A - FF,SHD03 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,T3-50-SILT-04-BMA.dat,T3-50-SILT-04-SMA.dat,"A15, A27",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",4,
,49,T3-50-01-A,SHD04,T3-50,A,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Monterey Sand,2,0.85,none,none,none,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,none,Small Port Island,0.5,2750,76.6,0.04,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,#VALUE!,#VALUE!,"A11, A21",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,50,T3-50-01-A_SW,SHD04,T3-50,A_SW,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Monterey Sand,2,0.85,none,none,none,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,Structural Wall,Small Port Island,0.5,2750,76.6,0.04,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,#VALUE!,#VALUE!,"A11, A21",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,51,T3-50-01-A_WB,SHD04,T3-50,A_WB,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Monterey Sand,2,0.85,none,none,none,no,6,9,0.7,6,2.1,3.9,334414,183013,N/A,151401,0.7,80,0.21,Water Barrier,Small Port Island,0.5,2750,76.6,0.04,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,#VALUE!,#VALUE!,"A11, A21",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
,52,T3-50-01-FF,SHD04,T3-50,FF,55,22,1.1,Nevada Sand,21,0.9,Nevada Sand,3,0.5,Monterey Sand,2,0.85,none,none,none,no,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Small Port Island,0.5,2750,76.6,0.04,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,N/A - FF,N/A - FF,SHD04 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2006-0224.groups/,#VALUE!,#VALUE!,"A11, A21",N/A,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",1,
