column number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
units,1,text,text,text,text,1,cSt,m,text,m,1,text,m,1,text,m,1,text,m,1,text,m,m,m,m,m,m,kg,kg,kg,kg,m,kPa,s,text,text,1,Hz,RPM,g,cm/s,g-s,g-s,m/s,m/s/s,s,g-s,m/s,g,g,g,g,1,cm/s,g-s,g-s,m/s,m/s/s,g-s,g-s,m/s,mm,mm,rad,rad,text,url,text,text,text,text,text,1,text
Column Name,Event No ,Event Id,Researcher,Test,Struct,Nscale,Visc  ,Water  ,Mat L1,H L1 ,Dr L1,Mat L2,H L2 ,Dr L2,Mat L3,H L3 ,Dr_L3,Mat_L4,H_L4 ,Dr_L4,Curvedsurf,W ,L ,T ,H ,H_Cm ,H_Cd  ,M_Struct  ,M_Deck ,M_Col  ,M_Foot ,Embed ,Q ,T_Fb ,Modification,Motion,Amp,IF ,RPM,PBA,PBV,CAV5  ,CAVstd ,Ia_s ,SIR ,cCAV5 ,cCAVstd  ,cIa ,PGA_s 1  ,PGA_s 2  ,PGA_s 3  ,PGA_s 4  ,Acc No,PGV_s ,CAV5_s,CAVstd_s  ,Ia_s ,SIR_s  ,cCAV5_s ,cCAVstd_s  ,cIa_s  ,Set  ,cSet  ,Rot  ,cRot ,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments
,202,T2.5-55-10-J,JDA02a,T2.5-55,J,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,1.4,182,0.87,none,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,Out of Range or Broken,N/A,N/A,1,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,26.8,385.4,0.00035,0.0092,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,203,T2.5-55-10-J_IM,JDA02a,T2.5-55,J_IM,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,1.4,269,1.1,none,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,Out of Range or Broken,N/A,N/A,1,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,28.9,498.1,-0.00205,0.00384,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,204,T2.5-55-10-J_EP,JDA02a,T2.5-55,J_EP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,Out of Range or Broken,N/A,N/A,1,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,14.2,261.8,0.00025,0.00552,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,205,T2.5-55-10-J_CP,JDA02a,T2.5-55,J_CP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,Out of Range or Broken,N/A,N/A,1,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,18.7,209.8,0.00139,0.0111,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,206,T2.5-55-10-FF,JDA02a,T2.5-55,FF,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,Out of Range or Broken,N/A,N/A,1,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,17.4,368.2,N/A - FF,N/A - FF,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,207,T2.5-55-11-J,JDA02a,T2.5-55,J,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,1.4,182,0.87,none,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,Out of Range or Broken,N/A,N/A,1,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,105.2,490.6,0.00334,0.01254,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,208,T2.5-55-11-J_IM,JDA02a,T2.5-55,J_IM,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,1.4,269,1.1,none,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,Out of Range or Broken,N/A,N/A,1,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,148.2,646.2,0.00465,0.00849,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,209,T2.5-55-11-J_EP,JDA02a,T2.5-55,J_EP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,Out of Range or Broken,N/A,N/A,1,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,57.5,319.2,0.00578,0.0113,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,210,T2.5-55-11-J_CP,JDA02a,T2.5-55,J_CP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,Out of Range or Broken,N/A,N/A,1,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,21.3,231.1,0.0052,0.0163,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,211,T2.5-55-11-FF,JDA02a,T2.5-55,FF,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,Out of Range or Broken,N/A,N/A,1,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,64.6,432.8,N/A - FF,N/A - FF,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,212,T2.5-55-12-J,JDA02a,T2.5-55,J,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,1.4,182,0.87,none,Large Port Island,6.5,2750,76.4,0.61,58,1.5,1.33,4.81,0.61,5.86,4.57,13.47,Drift,Out of Range or Broken,N/A,N/A,1,543.82,173.89,173.76,4003.64,53.31,253.17,250.19,4587.51,80.9,571.5,0.0045,0.01704,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-12-BMA.dat,T2.5-55-12-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",12,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,213,T2.5-55-12-J_IM,JDA02a,T2.5-55,J_IM,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,1.4,269,1.1,none,Large Port Island,6.5,2750,76.4,0.61,58,1.5,1.33,4.81,0.61,5.86,4.57,13.47,Drift,Out of Range or Broken,N/A,N/A,1,543.82,173.89,173.76,4003.64,53.31,253.17,250.19,4587.51,132.1,778.4,0.00482,0.01331,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-12-BMA.dat,T2.5-55-12-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",12,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,214,T2.5-55-12-J_EP,JDA02a,T2.5-55,J_EP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Large Port Island,6.5,2750,76.4,0.61,58,1.5,1.33,4.81,0.61,5.86,4.57,13.47,Drift,Out of Range or Broken,N/A,N/A,1,543.82,173.89,173.76,4003.64,53.31,253.17,250.19,4587.51,35,354.2,-0.00008,0.01122,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-12-BMA.dat,T2.5-55-12-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",12,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,215,T2.5-55-12-J_CP,JDA02a,T2.5-55,J_CP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Large Port Island,6.5,2750,76.4,0.61,58,1.5,1.33,4.81,0.61,5.86,4.57,13.47,Drift,Out of Range or Broken,N/A,N/A,1,543.82,173.89,173.76,4003.64,53.31,253.17,250.19,4587.51,-4.1,227,0.00571,0.02202,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-12-BMA.dat,T2.5-55-12-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",12,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,216,T2.5-55-12-FF,JDA02a,T2.5-55,FF,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Large Port Island,6.5,2750,76.4,0.61,58,1.5,1.33,4.81,0.61,5.86,4.57,13.47,Drift,Out of Range or Broken,N/A,N/A,1,543.82,173.89,173.76,4003.64,53.31,253.17,250.19,4587.51,45,477.8,N/A - FF,N/A - FF,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-12-BMA.dat,T2.5-55-12-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",12,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,217,T2.5-55-13-J,JDA02a,T2.5-55,J,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,1.4,182,0.87,none,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,Out of Range or Broken,N/A,N/A,1,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,12.1,583.6,0.00083,0.01787,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,218,T2.5-55-13-J_IM,JDA02a,T2.5-55,J_IM,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,1.4,269,1.1,none,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,Out of Range or Broken,N/A,N/A,1,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,10.1,788.5,-0.00036,0.01295,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,219,T2.5-55-13-J_EP,JDA02a,T2.5-55,J_EP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,Out of Range or Broken,N/A,N/A,1,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,3.8,358,-0.00056,0.01066,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,220,T2.5-55-13-J_CP,JDA02a,T2.5-55,J_CP,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,Out of Range or Broken,N/A,N/A,1,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,18.1,245.1,-0.00098,0.02103,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,221,T2.5-55-13-FF,JDA02a,T2.5-55,FF,55,11,0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,Out of Range or Broken,N/A,N/A,1,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,3.4,481.3,N/A - FF,N/A - FF,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer
,222,T2.3-70-14-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,0,182,0.87,none,Step Wave,1,4000,76.7,0,0.77,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,1.06,0,0,0,0,0,0,0,0,0,0,0,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-14-BMA.dat,T2.3-70-14-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",14,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
,223,T2.3-70-14-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,0,269,1.1,none,Step Wave,1,4000,76.7,0,0.77,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,1.06,0,0,0,0,0,0,0,0,0,0,0,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-14-BMA.dat,T2.3-70-14-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",14,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
,224,T2.3-70-14-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Step Wave,1,4000,76.7,0,0.77,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,1.06,0,0,0,0,0,0,0,0,0,0,0,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-14-BMA.dat,T2.3-70-14-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",14,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
,225,T2.3-70-14-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800,793609,N/A,N/A,2.1,185,0.87,Unattached Piles,Step Wave,1,4000,76.7,0,0.77,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,1.06,0,0,0,0,0,0,0,0,0,0,0,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-14-BMA.dat,T2.3-70-14-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",14,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
,226,T2.3-70-14-FF,JDA02b,T2.3-70,FF,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,N/A - FF,Step Wave,1,4000,76.7,0,0.77,0,0,0,0,0,0,0,0.01,Out of Range or Broken,N/A,N/A,1,1.06,0,0,0,0,0,0,0,0,0,N/A - FF,N/A - FF,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-14-BMA.dat,T2.3-70-14-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",14,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
,227,T2.3-70-15-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163,793609,N/A,N/A,0,182,0.87,none,Small Port Island,0.5,2750,76.4,0.04,6.91,0.08,0.01,0.02,0,0.08,0.01,0.02,0.07,Out of Range or Broken,N/A,N/A,1,11.14,0.19,0.07,0.08,0.01,0.19,0.07,0.08,9.6,9.6,-0.00129,-0.00129,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-15-BMA.dat,T2.3-70-15-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",15,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
,228,T2.3-70-15-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288,1279424,N/A,N/A,0,269,1.1,none,Small Port Island,0.5,2750,76.4,0.04,6.91,0.08,0.01,0.02,0,0.08,0.01,0.02,0.07,Out of Range or Broken,N/A,N/A,1,11.14,0.19,0.07,0.08,0.01,0.19,0.07,0.08,9,9,-0.00294,-0.00294,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-15-BMA.dat,T2.3-70-15-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",15,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions
