row_id,Event No,Event Id,Researcher,Test,Struct,Nscale,Visc,Water,Mat L1,H L1,Dr L1,Mat L2,H L2,Dr L2,Mat L3,H L3,Dr_L3,Mat_L4,H_L4,Dr_L4,Curvedsurf,W,L,T,H,H_Cm,H_Cd,M_Struct,M_Deck,M_Col,M_Foot,Embed,Q,T_Fb,Modification,Motion,Amp,IF,RPM,PBA,PBV,CAV5,CAVstd,Ia_s,SIR,cCAV5,cCAVstd,cIa,PGA_s 1,PGA_s 2,PGA_s 3,PGA_s 4,Acc No,PGV_s,CAV5_s,CAVstd_s,Ia_s_2,SIR_s,cCAV5_s,cCAVstd_s,cIa_s,Set,cSet,Rot,cRot,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments,PGA_surface_max,surface_to_base_pga_ratio,apparent_acceleration_benefit,high_cumulative_settlement,high_cumulative_rotation,observed_settlement_rotation_penalty,observed_false_safe_if_acceleration_only,baseline_always_flag,baseline_intensity_only,baseline_structure_only,risk_score,risk_ge_q_0.05,risk_ge_q_0.10,risk_ge_q_0.15,risk_ge_q_0.20,risk_ge_q_0.25,risk_ge_q_0.30,risk_ge_q_0.35,risk_ge_q_0.40,risk_ge_q_0.45,risk_ge_q_0.50,risk_ge_q_0.55,risk_ge_q_0.60,risk_ge_q_0.65,risk_ge_q_0.70,risk_ge_q_0.75,risk_ge_q_0.80,risk_ge_q_0.85,risk_ge_q_0.90,risk_ge_q_0.95,proposed_pre_response_guardrail
,182,T2.5-55-06-J,JDA02a,T2.5-55,J,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,1.4,182.0,0.87,none,Moderate Port Island,1.5,2750,76.3,0.2,19.88,0.34,0.24,0.33,0.05,0.9,0.49,0.71,0.27,,,,1.0,29.9,0.64,0.46,0.79,0.1,2.61,1.05,1.86,42.8,106.2,7e-05,0.00142,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-06-BMA.dat,T2.5-55-06-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.27,1.35,False,False,False,False,False,True,False,True,0.2399574580573824,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
,183,T2.5-55-06-J_IM,JDA02a,T2.5-55,J_IM,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,1.4,269.0,1.1,none,Moderate Port Island,1.5,2750,76.3,0.2,19.88,0.34,0.24,0.33,0.05,0.9,0.49,0.71,0.27,,,,1.0,29.9,0.64,0.46,0.79,0.1,2.61,1.05,1.86,59.7,156.7,0.00126,0.0015,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-06-BMA.dat,T2.5-55-06-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.27,1.35,False,False,False,False,False,True,False,True,1.144264470737351,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True
,184,T2.5-55-06-J_EP,JDA02a,T2.5-55,J_EP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.3,0.2,19.88,0.34,0.24,0.33,0.05,0.9,0.49,0.71,0.27,,,,1.0,29.9,0.64,0.46,0.79,0.1,2.61,1.05,1.86,19.1,54.8,0.0014,0.0008,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-06-BMA.dat,T2.5-55-06-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.27,1.35,False,False,False,False,False,True,False,True,0.5489680173803342,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,185,T2.5-55-06-J_CP,JDA02a,T2.5-55,J_CP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.3,0.2,19.88,0.34,0.24,0.33,0.05,0.9,0.49,0.71,0.27,,,,1.0,29.9,0.64,0.46,0.79,0.1,2.61,1.05,1.86,18.9,46.9,0.00057,0.00055,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-06-BMA.dat,T2.5-55-06-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.27,1.35,False,False,False,False,False,True,False,True,0.5489680173803342,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,192,T2.5-55-08-J,JDA02a,T2.5-55,J,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,1.4,182.0,0.87,none,Moderate Port Island,1.5,2750,76.6,0.19,20.73,0.35,0.23,0.32,0.05,2.5,1.81,4.8,1.14,,,,1.0,29.42,0.64,0.41,1.6,0.25,76.21,73.95,574.59,33.7,358.6,0.00047,0.00885,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-08-BMA.dat,T2.5-55-08-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.14,5.999999999999999,False,False,False,False,False,True,False,True,0.22721095868823699,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
,193,T2.5-55-08-J_IM,JDA02a,T2.5-55,J_IM,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,1.4,269.0,1.1,none,Moderate Port Island,1.5,2750,76.6,0.19,20.73,0.35,0.23,0.32,0.05,2.5,1.81,4.8,1.14,,,,1.0,29.42,0.64,0.41,1.6,0.25,76.21,73.95,574.59,32.5,469.1,0.00175,0.00589,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-08-BMA.dat,T2.5-55-08-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.14,5.999999999999999,False,True,False,True,False,True,False,True,1.1315179713682055,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,194,T2.5-55-08-J_EP,JDA02a,T2.5-55,J_EP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.6,0.19,20.73,0.35,0.23,0.32,0.05,2.5,1.81,4.8,1.14,,,,1.0,29.42,0.64,0.41,1.6,0.25,76.21,73.95,574.59,12.5,247.6,-0.00136,0.00527,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-08-BMA.dat,T2.5-55-08-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.14,5.999999999999999,False,False,False,False,False,True,False,True,0.5362215180111889,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,195,T2.5-55-08-J_CP,JDA02a,T2.5-55,J_CP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Port Island,1.5,2750,76.6,0.19,20.73,0.35,0.23,0.32,0.05,2.5,1.81,4.8,1.14,,,,1.0,29.42,0.64,0.41,1.6,0.25,76.21,73.95,574.59,11.4,191.0,-0.00059,0.00971,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-08-BMA.dat,T2.5-55-08-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",8,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.14,5.999999999999999,False,False,False,False,False,True,False,True,0.5362215180111889,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True
,202,T2.5-55-10-J,JDA02a,T2.5-55,J,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,1.4,182.0,0.87,none,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,,,,1.0,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,26.8,385.4,0.00035,0.0092,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.17,1.4166666666666667,False,True,False,True,False,True,False,True,-0.5371153878462536,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
,203,T2.5-55-10-J_IM,JDA02a,T2.5-55,J_IM,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,1.4,269.0,1.1,none,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,,,,1.0,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,28.9,498.1,-0.00205,0.00384,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.17,1.4166666666666667,False,True,False,True,False,True,False,True,0.36719162483371515,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
,204,T2.5-55-10-J_EP,JDA02a,T2.5-55,J_EP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,,,,1.0,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,14.2,261.8,0.00025,0.00552,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.17,1.4166666666666667,False,False,False,False,False,True,False,True,-0.22810482852330172,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,205,T2.5-55-10-J_CP,JDA02a,T2.5-55,J_CP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.5,0.12,13.46,0.61,0.35,0.35,0.01,3.12,2.16,5.15,0.17,,,,1.0,24.76,1.4,1.03,1.22,0.04,77.61,74.98,575.82,18.7,209.8,0.00139,0.0111,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-10-BMA.dat,T2.5-55-10-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",10,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.17,1.4166666666666667,False,False,False,False,False,True,False,True,-0.22810482852330172,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,207,T2.5-55-11-J,JDA02a,T2.5-55,J,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,1.4,182.0,0.87,none,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,,,,1.0,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,105.2,490.6,0.00334,0.01254,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.87,3.5283018867924527,False,True,True,True,False,True,True,True,5.933491504620017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
,208,T2.5-55-11-J_IM,JDA02a,T2.5-55,J_IM,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,1.4,269.0,1.1,none,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,,,,1.0,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,148.2,646.2,0.00465,0.00849,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.87,3.5283018867924527,False,True,False,True,False,True,True,True,6.837798517299985,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
,209,T2.5-55-11-J_EP,JDA02a,T2.5-55,J_EP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,,,,1.0,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,57.5,319.2,0.00578,0.0113,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.87,3.5283018867924527,False,False,True,True,False,True,True,True,6.242502063942969,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
,210,T2.5-55-11-J_CP,JDA02a,T2.5-55,J_CP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Large Port Island,5.1,2750,76.7,0.53,49.18,1.25,1.08,3.51,0.49,4.37,3.24,8.66,1.87,,,,1.0,68.13,1.66,1.46,8.05,0.86,79.27,76.44,583.87,21.3,231.1,0.0052,0.0163,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-11-BMA.dat,T2.5-55-11-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,1.87,3.5283018867924527,False,False,True,True,False,True,True,True,6.242502063942969,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
,217,T2.5-55-13-J,JDA02a,T2.5-55,J,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,1.4,182.0,0.87,none,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,,,,1.0,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,12.1,583.6,0.00083,0.01787,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.19,1.5833333333333335,False,True,True,True,False,True,False,True,-0.5190871626678204,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,218,T2.5-55-13-J_IM,JDA02a,T2.5-55,J_IM,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,1.4,269.0,1.1,none,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,,,,1.0,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,10.1,788.5,-0.00036,0.01295,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.19,1.5833333333333335,False,True,True,True,False,True,False,True,0.38521985001214826,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True
,219,T2.5-55-13-J_EP,JDA02a,T2.5-55,J_EP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,,,,1.0,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,3.8,358.0,-0.00056,0.01066,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.19,1.5833333333333335,False,False,False,False,False,True,False,True,-0.21007660334486855,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True
,220,T2.5-55-13-J_CP,JDA02a,T2.5-55,J_CP,55,11,0.0,Nevada Sand,20.7,0.8,Nevada Sand,2.5,0.55,Nevada Sand,2.6,0.8,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Moderate Chi-Chi TCU078,0.28,11000,76.8,0.12,13.4,0.67,0.39,0.38,0.01,6.54,4.96,13.85,0.19,,,,1.0,25.72,1.53,1.11,1.4,0.05,254.7,251.3,4588.91,18.1,245.1,-0.00098,0.02103,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.5-55-13-BMA.dat,T2.5-55-13-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",13,Phase 1: J and J_IM structures embedded in a surface layer over a liquefiable layer,0.19,1.5833333333333335,False,False,True,True,False,True,False,True,-0.21007660334486855,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True
,227,T2.3-70-15-J,JDA02b,T2.3-70,J,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1048163.0,793609.0,,,0.0,182.0,0.87,none,Small Port Island,0.5,2750,76.4,0.04,6.91,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,,,,1.0,11.14,0.19,0.07,0.08,0.01,0.19,0.07,0.08,9.6,9.6,-0.00129,-0.00129,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-15-BMA.dat,T2.3-70-15-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",15,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.07,1.7500000000000002,False,False,False,False,False,True,False,False,-3.0740473864133087,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,228,T2.3-70-15-J_IM,JDA02b,T2.3-70,J_IM,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,1.4,16.4,12.3,14.3,1547288.0,1279424.0,,,0.0,269.0,1.1,none,Small Port Island,0.5,2750,76.4,0.04,6.91,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,,,,1.0,11.14,0.19,0.07,0.08,0.01,0.19,0.07,0.08,9.0,9.0,-0.00294,-0.00294,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-15-BMA.dat,T2.3-70-15-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",15,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.07,1.7500000000000002,False,False,False,False,False,True,False,True,-2.1697403737333394,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,229,T2.3-70-15-J_EP,JDA02b,T2.3-70,J_EP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Small Port Island,0.5,2750,76.4,0.04,6.91,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,,,,1.0,11.14,0.19,0.07,0.08,0.01,0.19,0.07,0.08,0.9,0.9,4e-05,4e-05,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-15-BMA.dat,T2.3-70-15-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",15,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.07,1.7500000000000002,False,False,False,False,False,True,False,True,-2.196463294406179,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,230,T2.3-70-15-J_CP,JDA02b,T2.3-70,J_CP,55,11,-1.4,Nevada Sand,20.6,0.9,Nevada Sand,2.3,0.7,Nevada Sand,2.5,0.9,none,none,none,yes,7.5,7.5,2.1,14.9,10.5,13.5,1064800.0,793609.0,,,2.1,185.0,0.87,Unattached Piles,Small Port Island,0.5,2750,76.4,0.04,6.91,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.07,,,,1.0,11.14,0.19,0.07,0.08,0.01,0.19,0.07,0.08,3.2,3.2,9e-05,9e-05,JDA02 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0565.groups/,T2.3-70-15-BMA.dat,T2.3-70-15-SMA.dat,"GHAN6, GHAN7",10.4231/D37D2Q74Z,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",15,Phase 2: J and J_IM structures moved to virgin location and placed on the surface after densification of the soil from Phase 1 ground motions,0.07,1.7500000000000002,False,False,False,False,False,True,False,True,-2.196463294406179,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
