row_id,Event No,Event Id,Researcher,Test,Struct,Nscale,Visc,Water,Mat L1,H L1,Dr L1,Mat L2,H L2,Dr L2,Mat L3,H L3,Dr_L3,Mat_L4,H_L4,Dr_L4,Curvedsurf,W,L,T,H,H_Cm,H_Cd,M_Struct,M_Deck,M_Col,M_Foot,Embed,Q,T_Fb,Modification,Motion,Amp,IF,RPM,PBA,PBV,CAV5,CAVstd,Ia_s,SIR,cCAV5,cCAVstd,cIa,PGA_s 1,PGA_s 2,PGA_s 3,PGA_s 4,Acc No,PGV_s,CAV5_s,CAVstd_s,Ia_s_2,SIR_s,cCAV5_s,cCAVstd_s,cIa_s,Set,cSet,Rot,cRot,References,Project url,BMA File,SMA File,SMA Sensor,DOI,Container,ESN,Comments,PGA_surface_max,surface_to_base_pga_ratio,apparent_acceleration_benefit,high_cumulative_settlement,high_cumulative_rotation,observed_settlement_rotation_penalty,observed_false_safe_if_acceleration_only,baseline_always_flag,baseline_intensity_only,baseline_structure_only,risk_score,risk_ge_q_0.05,risk_ge_q_0.10,risk_ge_q_0.15,risk_ge_q_0.20,risk_ge_q_0.25,risk_ge_q_0.30,risk_ge_q_0.35,risk_ge_q_0.40,risk_ge_q_0.45,risk_ge_q_0.50,risk_ge_q_0.55,risk_ge_q_0.60,risk_ge_q_0.65,risk_ge_q_0.70,risk_ge_q_0.75,risk_ge_q_0.80,risk_ge_q_0.85,risk_ge_q_0.90,risk_ge_q_0.95,proposed_pre_response_guardrail
,342,T4.5-50-11-A,JDZ01,T4.5-50,A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326627.0,164611.0,21063.0,140953.0,0.7,65.0,,none,Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,253.0,626.6,0.00917,0.02717,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,True,True,True,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,343,T4.5-50-11-A_A-N,JDZ01,T4.5-50,A_A-N,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,326694.0,164678.0,20198.0,141818.0,0.7,65.0,,Adjacent Structure,Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,225.0,575.8,0.00583,0.01531,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,True,True,True,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,344,T4.5-50-11-A_A-S,JDZ01,T4.5-50,A_A-S,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,324148.0,164545.0,20148.0,139456.0,0.7,65.0,,Adjacent Structure,Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,234.0,598.7,-0.0065,-0.01334,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,True,True,True,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,345,T4.5-50-11-A_J-P,JDZ01,T4.5-50,A_J-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,321736.0,162033.0,19982.0,139722.0,0.7,65.0,,Adjacent Structure,Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,315.0,676.0,-0.00623,-0.02593,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,True,True,True,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,346,T4.5-50-11-J_A-P,JDZ01,T4.5-50,J_A-P,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1025702.0,637050.0,195324.0,193328.0,1.4,186.0,,"Adjacent Structure, Attached Piles",Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,77.0,112.9,,,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,False,False,False,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,347,T4.5-50-11-A_J,JDZ01,T4.5-50,A_J,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,325014.0,164162.0,21080.0,139772.0,0.7,65.0,,Adjacent Structure,Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,191.0,412.6,-0.00774,-0.02921,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,True,True,True,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,348,T4.5-50-11-J_A,JDZ01,T4.5-50,J_A,55,21,0.7,Nevada Sand,19.4,0.9,Nevada Sand,4.5,0.5,Monterey Sand,1.9,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1026534.0,636551.0,195491.0,194492.0,1.4,186.0,,Adjacent Structure,Large Port Island,5.1,2750,,0.49,46.81,1.21,1.02,3.2,0.47,2.9,2.12,4.56,,,1.28,1.27,3.0,90.18,2.31,1.92,16.07,2.09,5.87,3.71,19.58,279.0,499.8,-0.00623,-0.0078,JDZ01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.5-50-11-BMA.dat,T4.5-50-11-SMA.dat,"SA_FF1_154, SA_FF2_154, SA_FF1_sfc, SA_FF2_sfc",10.4231/D39W08Z6N,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",11,,1.28,2.612244897959184,False,True,False,True,False,True,True,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,364,T4.6-40-03-A,CPH01,T4.6-40,A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,342782.0,172281.0,21096.0,149405.0,0.7,65.0,0.32,none,Small Port Island,0.5,2750,76.1,0.04,6.74,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.08,0.07,0.07,0.08,3.0,12.71,0.46,0.09,0.14,0.0,0.52,0.09,0.15,10.9,6.4,0.00048,0.00064,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-03-BMA.dat,T4.6-40-03-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.08,2.0,False,False,False,False,False,True,False,False,-3.3828272398772565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,365,T4.6-40-03-K,CPH01,T4.6-40,K,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,5.3,2.4,3.9,973011.0,501005.0,28001.0,444005.0,0.7,177.0,0.37,none,Small Port Island,0.5,2750,76.1,0.04,6.74,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.08,0.07,0.07,0.08,3.0,12.71,0.46,0.09,0.14,0.0,0.52,0.09,0.15,9.5,9.5,0.00064,0.00063,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-03-BMA.dat,T4.6-40-03-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.08,2.0,False,False,False,False,False,True,False,False,-2.4190845447725122,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,366,T4.6-40-03-A_J,CPH01,T4.6-40,A_J,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,339239.0,170035.0,19982.0,149222.0,0.7,65.0,0.33,Adjacent Structure,Small Port Island,0.5,2750,76.1,0.04,6.74,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.08,0.07,0.07,0.08,3.0,12.71,0.46,0.09,0.14,0.0,0.52,0.09,0.15,8.9,8.6,-0.00065,-0.00064,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-03-BMA.dat,T4.6-40-03-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.08,2.0,False,False,False,False,False,True,False,False,-3.374683021780085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,367,T4.6-40-03-J_A,CPH01,T4.6-40,J_A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1067778.0,861623.0,,206155.0,0.7,186.0,0.85,Adjacent Structure,Small Port Island,0.5,2750,76.1,0.04,6.74,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.08,0.07,0.07,0.08,3.0,12.71,0.46,0.09,0.14,0.0,0.52,0.09,0.15,11.8,11.2,0.00011,0.0001,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-03-BMA.dat,T4.6-40-03-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.08,2.0,False,False,False,False,False,True,False,True,-1.9539906971656993,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
,368,T4.6-40-03-A_K,CPH01,T4.6-40,A_K,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,343897.0,172664.0,20148.0,151085.0,0.7,65.0,0.34,Adjacent Structure,Small Port Island,0.5,2750,76.1,0.04,6.74,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.08,0.07,0.07,0.08,3.0,12.71,0.46,0.09,0.14,0.0,0.52,0.09,0.15,9.2,7.9,0.0001,0.00011,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-03-BMA.dat,T4.6-40-03-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.08,2.0,False,False,False,False,False,True,False,False,-3.366538803682914,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,369,T4.6-40-03-K_A,CPH01,T4.6-40,K_A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,5.3,2.4,3.9,973643.0,500439.0,28034.0,445170.0,0.7,180.0,0.38,Adjacent Structure,Small Port Island,0.5,2750,76.1,0.04,6.74,0.08,0.01,0.02,0.0,0.08,0.01,0.02,0.08,0.07,0.07,0.08,3.0,12.71,0.46,0.09,0.14,0.0,0.52,0.09,0.15,9.0,8.3,-0.00028,-0.0003,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-03-BMA.dat,T4.6-40-03-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",3,,0.08,2.0,False,False,False,False,False,True,False,False,-2.386216533694478,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
,378,T4.6-40-05-A,CPH01,T4.6-40,A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,342782.0,172281.0,21096.0,149405.0,0.7,65.0,0.32,none,Moderate Port Island,1.5,2750,76.0,0.2,22.35,0.37,0.27,0.36,0.06,0.45,0.28,0.38,0.33,0.47,0.36,0.47,3.0,44.76,0.64,0.45,0.81,0.17,1.16,0.55,0.96,203.7,210.1,-0.00109,-0.00044,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-05-BMA.dat,T4.6-40-05-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,,0.47,2.3499999999999996,False,False,False,False,False,True,False,False,-1.40099698458699,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,379,T4.6-40-05-K,CPH01,T4.6-40,K,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,5.3,2.4,3.9,973011.0,501005.0,28001.0,444005.0,0.7,177.0,0.37,none,Moderate Port Island,1.5,2750,76.0,0.2,22.35,0.37,0.27,0.36,0.06,0.45,0.28,0.38,0.33,0.47,0.36,0.47,3.0,44.76,0.64,0.45,0.81,0.17,1.16,0.55,0.96,287.2,296.7,-0.0068,-0.00617,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-05-BMA.dat,T4.6-40-05-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,,0.47,2.3499999999999996,False,False,False,False,False,True,False,False,-0.4372542894822466,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,380,T4.6-40-05-A_J,CPH01,T4.6-40,A_J,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,339239.0,170035.0,19982.0,149222.0,0.7,65.0,0.33,Adjacent Structure,Moderate Port Island,1.5,2750,76.0,0.2,22.35,0.37,0.27,0.36,0.06,0.45,0.28,0.38,0.33,0.47,0.36,0.47,3.0,44.76,0.64,0.45,0.81,0.17,1.16,0.55,0.96,138.9,147.5,-0.00351,-0.00415,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-05-BMA.dat,T4.6-40-05-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,,0.47,2.3499999999999996,False,False,False,False,False,True,False,False,-1.3928527664898187,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,381,T4.6-40-05-J_A,CPH01,T4.6-40,J_A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1067778.0,861623.0,,206155.0,0.7,186.0,0.85,Adjacent Structure,Moderate Port Island,1.5,2750,76.0,0.2,22.35,0.37,0.27,0.36,0.06,0.45,0.28,0.38,0.33,0.47,0.36,0.47,3.0,44.76,0.64,0.45,0.81,0.17,1.16,0.55,0.96,223.4,234.7,0.00328,0.00338,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-05-BMA.dat,T4.6-40-05-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,,0.47,2.3499999999999996,False,False,False,False,False,True,False,True,0.027839558124566233,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True
,382,T4.6-40-05-A_K,CPH01,T4.6-40,A_K,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,343897.0,172664.0,20148.0,151085.0,0.7,65.0,0.34,Adjacent Structure,Moderate Port Island,1.5,2750,76.0,0.2,22.35,0.37,0.27,0.36,0.06,0.45,0.28,0.38,0.33,0.47,0.36,0.47,3.0,44.76,0.64,0.45,0.81,0.17,1.16,0.55,0.96,191.4,199.3,0.00242,0.00253,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-05-BMA.dat,T4.6-40-05-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,,0.47,2.3499999999999996,False,False,False,False,False,True,False,False,-1.3847085483926476,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
,383,T4.6-40-05-K_A,CPH01,T4.6-40,K_A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,5.3,2.4,3.9,973643.0,500439.0,28034.0,445170.0,0.7,180.0,0.38,Adjacent Structure,Moderate Port Island,1.5,2750,76.0,0.2,22.35,0.37,0.27,0.36,0.06,0.45,0.28,0.38,0.33,0.47,0.36,0.47,3.0,44.76,0.64,0.45,0.81,0.17,1.16,0.55,0.96,335.5,343.7,0.00146,0.00115,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-05-BMA.dat,T4.6-40-05-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",5,,0.47,2.3499999999999996,False,False,False,False,False,True,False,False,-0.4043862784042122,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True
,385,T4.6-40-06-A,CPH01,T4.6-40,A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,342782.0,172281.0,21096.0,149405.0,0.7,65.0,0.32,none,Moderate Chi-Chi TCU078,0.36,11000,75.9,0.17,19.59,1.29,1.02,1.15,0.04,1.75,1.3,1.52,0.29,0.15,0.13,0.24,3.0,21.22,0.83,0.38,0.4,0.01,1.99,0.93,1.36,365.1,575.3,-0.00908,-0.00953,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-06-BMA.dat,T4.6-40-06-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,,0.29,1.7058823529411762,False,True,False,True,False,True,False,False,-1.1536973609205128,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
,386,T4.6-40-06-K,CPH01,T4.6-40,K,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,5.3,2.4,3.9,973011.0,501005.0,28001.0,444005.0,0.7,177.0,0.37,none,Moderate Chi-Chi TCU078,0.36,11000,75.9,0.17,19.59,1.29,1.02,1.15,0.04,1.75,1.3,1.52,0.29,0.15,0.13,0.24,3.0,21.22,0.83,0.38,0.4,0.01,1.99,0.93,1.36,245.0,541.7,-0.00659,-0.01275,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-06-BMA.dat,T4.6-40-06-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,,0.29,1.7058823529411762,False,True,True,True,False,True,False,False,-0.1899546658157692,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True
,387,T4.6-40-06-A_J,CPH01,T4.6-40,A_J,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,339239.0,170035.0,19982.0,149222.0,0.7,65.0,0.33,Adjacent Structure,Moderate Chi-Chi TCU078,0.36,11000,75.9,0.17,19.59,1.29,1.02,1.15,0.04,1.75,1.3,1.52,0.29,0.15,0.13,0.24,3.0,21.22,0.83,0.38,0.4,0.01,1.99,0.93,1.36,305.5,452.9,-0.01928,-0.02343,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-06-BMA.dat,T4.6-40-06-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,,0.29,1.7058823529411762,False,True,True,True,False,True,False,False,-1.1455531428233414,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
,388,T4.6-40-06-J_A,CPH01,T4.6-40,J_A,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,7.5,7.5,1.4,14.9,10.5,13.5,1067778.0,861623.0,,206155.0,0.7,186.0,0.85,Adjacent Structure,Moderate Chi-Chi TCU078,0.36,11000,75.9,0.17,19.59,1.29,1.02,1.15,0.04,1.75,1.3,1.52,0.29,0.15,0.13,0.24,3.0,21.22,0.83,0.38,0.4,0.01,1.99,0.93,1.36,135.4,370.1,0.00697,0.01036,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-06-BMA.dat,T4.6-40-06-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,,0.29,1.7058823529411762,False,False,False,False,False,True,False,True,0.2751391817910436,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True
,389,T4.6-40-06-A_K,CPH01,T4.6-40,A_K,55,21,0.2,Nevada Sand,19.3,0.9,Nevada Sand,4.6,0.4,Monterey Sand,1.7,0.85,none,none,none,yes,6.0,9.0,0.7,4.4,2.4,3.9,343897.0,172664.0,20148.0,151085.0,0.7,65.0,0.34,Adjacent Structure,Moderate Chi-Chi TCU078,0.36,11000,75.9,0.17,19.59,1.29,1.02,1.15,0.04,1.75,1.3,1.52,0.29,0.15,0.13,0.24,3.0,21.22,0.83,0.38,0.4,0.01,1.99,0.93,1.36,278.2,477.5,-0.01168,-0.00915,CPH01 Data Report.pdf,https://www.designsafe-ci.org/data/browser/public/nees.public/NEES-2008-0639.groups/,T4.6-40-06-BMA.dat,T4.6-40-06-SMA.dat,"GHAE, GHAW, GHAC7, GHAS5",10.4231/D3QF8JJ99,"Flexible Shear Beam Container (1651 mm x 787 mm, Inner Dimensions, Model Scale)",6,,0.29,1.7058823529411762,False,True,False,True,False,True,False,False,-1.13740892472617,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
