dataset,study_group,test_id,event_no,t0,lambda_hat,n_s_hat,PGA_B,PGV_B,Ia_B,L,B,D,h_cd,observed_class,solver_lambda,solver_RV,solver_Rdelta_total,solver_rotation_ratio,solver_energy_proxy,solver_class,solver_status
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-SDm-21,92,0.379,2.073644135332772,-1.9927833321851658,0.541,34.4,1.89,3.33,3.33,0.3,5.34,mixed,1.1606801396454376,0.9093021711379138,1.2249922318157653,0.25766725096295395,21.600721670857453,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-SDm-22,93,0.379,2.073644135332772,-1.8300844130670675,0.554,28.6,1.632,3.33,3.33,0.3,5.34,mixed,1.1606801396454376,0.9093021711379138,1.2249922318157653,0.25766725096295395,18.390280404598172,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-4,94,0.326,2.9832867780352594,-1.8670225098304343,0.119,10.1,0.074,3.208,5.281,0.3,6.593,both_beneficial,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,1.4940506924230366,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-5,95,0.326,2.9832867780352594,-1.6929665541528964,0.26,19.0,0.329,3.208,5.281,0.3,6.593,mixed,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,6.140785773000917,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-6,96,0.326,2.9832867780352594,-1.707119855986891,0.123,11.1,0.335,3.208,5.281,0.3,6.593,both_beneficial,1.2430740431175944,0.9870641832029643,1.5252442246841647,0.3034628226234236,1.6971689910684515,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-8,97,0.326,2.9832867780352594,-1.5781018514535325,0.129,9.0,0.093,3.208,5.281,0.3,6.593,both_beneficial,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,1.4432089640595271,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-9,98,0.326,2.9832867780352594,-1.8817002303498855,0.571,36.4,2.074,3.208,5.281,0.3,6.593,mixed,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,25.836548141773328,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-10,99,0.326,2.9832867780352594,-1.7638592146343075,0.558,29.1,1.73,3.208,5.281,0.3,6.593,mixed,1.2430740431175944,0.9870641832029643,1.5252442246841647,0.3034628226234236,20.18478769733488,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-11,100,0.652,2.32379000772445,-1.755910207716889,0.63,62.2,4.219,6.416,10.56,0.6,13.19,mixed,1.0372427346247095,0.9640944849440816,1.0372427346247095,0.046518150539765,40.64539379900387,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-12,101,0.652,2.32379000772445,-2.0,0.576,70.1,6.524,6.416,10.56,0.6,13.19,mixed,1.0372427346247095,0.9640944849440818,1.0372427346247097,0.046518150539765,41.88137224158267,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-14,102,0.163,3.96232255123179,-1.7921696369854851,0.443,20.1,0.695,1.604,2.64,0.15,3.297,both_detrimental,2.248768488393155,1.0,5.056959714390035,1.5595415553909968,20.023709251199172,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-15,103,0.163,3.96232255123179,-1.7988947395889066,0.528,15.0,0.694,1.604,2.64,0.15,3.297,both_detrimental,2.248768488393155,1.0,5.056959714390035,1.5595415553909968,17.810246428073786,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-16,104,0.163,3.96232255123179,-1.9652002474517396,1.108,37.8,5.073,1.604,2.64,0.15,3.297,both_detrimental,2.248768488393155,1.0,5.056959714390035,1.5595415553909968,94.18382133827747,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-17,105,0.163,3.96232255123179,-1.86981013532075,1.22,30.0,4.084,1.604,2.64,0.15,3.297,both_detrimental,2.248768488393155,1.0,5.056959714390035,1.5595415553909968,82.30492667518948,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-18,106,0.326,2.9832867780352594,-1.5429902889052165,0.02,1.2,0.004,3.208,5.281,0.3,6.593,mixed,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,0.029833777034822265,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-20,107,0.326,2.9832867780352594,-1.731903988852325,0.366,19.7,0.681,3.208,5.281,0.3,6.593,mixed,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,8.96281246568648,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-21,108,0.326,2.9832867780352594,-1.8573665719382193,0.541,34.4,1.89,3.208,5.281,0.3,6.593,both_detrimental,1.2430740431175944,0.9870641832029644,1.5252442246841649,0.3034628226234236,23.13410517203568,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,NEESR-CR: Design of Soil and Structure Compatible Yielding to Improve System Performance,MAH01-1-LDm-22,109,0.326,2.9832867780352594,-1.7488077791377408,0.554,28.6,1.632,3.208,5.281,0.3,6.593,mixed,1.2430740431175944,0.9870641832029643,1.5252442246841647,0.3034628226234236,19.695762368772414,mixed,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-1-LS-2,111,0.0015,2.1213203435596424,0.0,0.445,6.91,1.409,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,20.16379559030238,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-1-LS-3,112,0.0015,2.1213203435596424,0.0,0.18,4.73,0.359,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,5.5830031595907075,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-1-LS-4,113,0.0015,2.1213203435596424,0.0,0.358,11.73,2.156,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,27.536913892642286,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-1-LS-5,114,0.0015,2.1213203435596424,0.0,1.092,20.94,2.236,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,149.9455368671808,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-1-LS-6,115,0.0015,2.1213203435596424,0.0,0.468,7.09,0.487,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,21.75836791625689,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-2-LS-1,116,0.0015,2.1213203435596424,0.0,0.398,6.67,0.112,0.15,0.15,0.0,0.46,both_beneficial,6.557438524301982,1.0,42.99999999999975,27.787192621509906,17.4077697529235,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-2-LS-2,117,0.0015,2.1213203435596424,0.0,0.369,5.26,0.142,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,12.727594729358687,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-2-LS-3,118,0.0015,2.1213203435596424,0.0,0.518,6.04,0.868,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,20.516389059754097,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-2-LS-4,119,0.0015,2.1213203435596424,0.0,0.811,8.7,0.869,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,46.26731899591749,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-2-LS-5,120,0.0015,2.1213203435596424,0.0,1.019,29.31,1.558,0.15,0.15,0.0,0.46,both_detrimental,6.557438524301982,1.0,42.99999999999975,27.787192621509906,195.8502950870896,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-3-LS-1,121,0.0015,1.61245154965971,0.0,0.237,3.73,0.37,0.15,0.15,0.0,0.46,mixed,4.494441010848845,1.0,20.199999999999985,17.47220505424422,3.973130798000487,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-4-LS-1,122,0.0015,1.61245154965971,0.0,0.425,7.23,0.133,0.15,0.15,0.0,0.46,mixed,4.494441010848845,1.0,20.199999999999985,17.47220505424422,13.810293616085788,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-4-LS-2,123,0.0015,1.61245154965971,0.0,0.389,5.53,0.154,0.15,0.15,0.0,0.46,mixed,4.494441010848845,1.0,20.199999999999985,17.47220505424422,9.668306669307709,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-5-LS-1,124,0.0015,1.9235384061671346,0.0,0.237,3.7,0.348,0.15,0.15,0.0,0.46,mixed,5.779273310719977,1.0,33.40000000000024,23.896366553599883,5.067844766170348,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-5-LS-2,125,0.0015,1.9235384061671346,0.0,0.498,6.99,1.409,0.15,0.15,0.0,0.46,both_detrimental,5.779273310719977,1.0,33.40000000000024,23.896366553599883,20.117765980082453,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-5-LS-3,126,0.0015,1.9235384061671346,0.0,0.183,4.86,0.383,0.15,0.15,0.0,0.46,both_detrimental,5.779273310719977,1.0,33.40000000000024,23.896366553599883,5.139970097088133,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-5-LS-4,127,0.0015,1.9235384061671346,0.0,0.357,11.75,2.173,0.15,0.15,0.0,0.46,both_detrimental,5.779273310719977,1.0,33.40000000000024,23.896366553599883,24.24260672014262,both_detrimental,openseespy_3d_static_period_shift_proxy
FoRDy,Soil-Foundation-Structure Systems Beyond Conventional Seismic Failure Thresholds: Application to New or Existing Structures and Monuments,S2011SQF1-5-LS-5,128,0.0015,1.9235384061671346,0.0,1.23,20.7,2.576,0.15,0.15,0.0,0.46,both_detrimental,5.779273310719977,1.0,33.40000000000024,23.896366553599883,147.1460777642413,both_detrimental,openseespy_3d_static_period_shift_proxy
